GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
proj-dining,edu.ucsb.cs156.dining.interceptors,RoleInterceptor,0,119,0,14,0,28,0,11,0,4
proj-dining,edu.ucsb.cs156.dining.interceptors,RoleInterceptorConfig,0,9,0,0,0,3,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.entities,User,0,9,0,2,0,3,0,2,0,1
proj-dining,edu.ucsb.cs156.dining.entities,Moderator,0,6,0,0,0,3,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.entities,Admin,0,6,0,0,0,3,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.controllers,DiningCommonsController,0,13,0,0,0,4,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,AdminController.AdminDTO,0,18,0,0,0,3,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,UsersController,0,163,0,8,0,36,0,12,0,8
proj-dining,edu.ucsb.cs156.dining.controllers,CSRFController,0,5,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,JobsController,0,21,0,0,0,4,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,StatisticsController,0,713,0,64,0,165,0,51,0,18
proj-dining,edu.ucsb.cs156.dining.controllers,UserInfoController,0,46,0,4,0,8,0,4,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,SystemInfoController,0,7,0,0,0,2,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.controllers,ReviewController,0,414,0,30,0,92,0,36,0,21
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDiningMenuItemsController,0,105,0,4,0,24,0,6,0,4
proj-dining,edu.ucsb.cs156.dining.controllers,AdminController,0,110,0,6,0,22,0,10,0,7
proj-dining,edu.ucsb.cs156.dining.controllers,ApiController,0,32,0,0,0,8,0,6,0,6
proj-dining,edu.ucsb.cs156.dining.controllers,UCSBDiningMenuController,0,29,0,6,0,6,0,6,0,3
proj-dining,edu.ucsb.cs156.dining.controllers,ModeratorController,0,82,0,4,0,15,0,8,0,6
proj-dining,edu.ucsb.cs156.dining.utilities,CanonicalFormConverter,0,17,0,0,0,4,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.startup,DiningStartup,0,40,0,2,0,12,0,5,0,4
proj-dining,edu.ucsb.cs156.dining.errors,EntityNotFoundException,0,17,0,0,0,2,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.statuses,ModerationStatus,0,21,0,0,0,4,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.models,DiningCommons,0,13,0,0,0,3,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.models,CurrentUserDTO,0,9,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.models,UserDTO,0,84,0,0,0,17,0,2,0,2
proj-dining,edu.ucsb.cs156.dining.services,UCSBDiningMenuItemsService.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,UCSBDiningMenuService,0,156,0,0,0,33,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.services,DiningCommonsService.new TypeReference() {...},0,3,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoService,0,3,0,0,0,1,0,1,0,1
proj-dining,edu.ucsb.cs156.dining.services,DiningCommonsService,0,85,0,0,0,20,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.services,CurrentUserService,0,10,0,2,0,2,0,3,0,2
proj-dining,edu.ucsb.cs156.dining.services,SystemInfoServiceImpl,0,52,0,4,0,14,0,6,0,4
proj-dining,edu.ucsb.cs156.dining.services,JobUserProviderImpl,0,26,0,4,0,5,0,5,0,3
proj-dining,edu.ucsb.cs156.dining.services,UCSBDiningMenuItemsService,0,121,0,0,0,24,0,3,0,3
proj-dining,edu.ucsb.cs156.dining.jobs,TestJob,0,19,0,2,0,6,0,2,0,1
